,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_EMPLOYED_PERCENT,NB_PREVIOUS_APPLICATION,APPROVED_RATE_PREVIOUS
38106,379467,Revolving loans,F,Y,Y,1,180000.0,157500.0,7875.0,157500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.006852,17439,-6067,-4912.0,-992,17.0,1,1,0,1,0,0,,3.0,3,3,TUESDAY,6,0,0,0,0,0,0,Other,0.5269394264926932,0.0994893984895576,0.0963186927645401,0.0093,0.0,0.9712,,,0.0,0.0345,0.0417,,0.0,,0.0082,,0.0,0.0095,0.0,0.9712,,,0.0,0.0345,0.0417,,0.0,,0.0086,,0.0,0.0094,0.0,0.9712,,,0.0,0.0345,0.0417,,0.0,,0.0084,,0.0,,block of flats,0.0112,Wooden,No,0.0,0.0,0.0,0.0,-163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.875,0.04375,0.05,-0.3478983886690751,1.0,1.0
5158,137590,Cash loans,F,N,Y,0,202500.0,450000.0,23139.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,18181,-7663,-6335.0,-1741,,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.6160012568750842,0.7238369900414456,0.1237,0.1009,0.9762,0.6736,0.0126,0.0,0.2069,0.1667,0.2083,0.0699,0.0983,0.1119,0.0116,0.0135,0.1261,0.1047,0.9762,0.6864,0.0128,0.0,0.2069,0.1667,0.2083,0.0715,0.1074,0.1165,0.0117,0.0143,0.1249,0.1009,0.9762,0.6779999999999999,0.0127,0.0,0.2069,0.1667,0.2083,0.0711,0.1,0.1139,0.0116,0.0138,reg oper account,block of flats,0.0978,Panel,No,7.0,0.0,7.0,0.0,-1935.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.2222222222222223,0.11426666666666667,0.05142,-0.421483966778505,1.0,1.0
45232,431215,Cash loans,F,N,N,0,202500.0,1350000.0,55845.0,1350000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.020713,19829,-1390,-667.0,-675,,1,1,1,1,0,1,Sales staff,2.0,3,2,FRIDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.6516479089671896,0.4209842282196224,0.6690566947824041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-622.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,6.666666666666667,0.2757777777777778,0.04136666666666667,-0.07009934943769226,4.0,1.0
33631,345390,Cash loans,F,N,Y,0,144000.0,376920.0,19372.5,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.010147,19836,-656,-8925.0,-1428,,1,1,0,1,0,1,Sales staff,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.5447236012084524,0.7720519964157311,,0.1485,0.0955,0.9876,0.83,0.0305,0.16,0.1379,0.3333,0.375,0.4159,0.121,0.1556,0.0,0.0,0.1513,0.0991,0.9876,0.8367,0.0307,0.1611,0.1379,0.3333,0.375,0.4254,0.1322,0.1621,0.0,0.0,0.1499,0.0955,0.9876,0.8323,0.0306,0.16,0.1379,0.3333,0.375,0.4231,0.1231,0.1584,0.0,0.0,reg oper spec account,block of flats,0.1391,Panel,No,0.0,0.0,0.0,0.0,-549.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6175,0.13453125,0.05139684813753582,-0.03307118370639242,5.0,1.0
147,101099,Cash loans,F,N,Y,0,99000.0,186700.5,8982.0,186700.5,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885,24975,365243,-11138.0,-4706,,1,0,0,1,1,0,,1.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.6724331292832124,0.646329897706246,0.1536,0.1613,0.9846,0.7892,0.0649,0.0,0.3448,0.1667,0.2083,0.0728,0.1252,0.1402,0.0,0.0,0.1565,0.1674,0.9846,0.7975,0.0655,0.0,0.3448,0.1667,0.2083,0.0744,0.1368,0.1461,0.0,0.0,0.1551,0.1613,0.9846,0.792,0.0653,0.0,0.3448,0.1667,0.2083,0.074,0.1274,0.1427,0.0,0.0,reg oper account,block of flats,0.1457,Panel,No,4.0,0.0,4.0,0.0,-2450.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.8858636363636363,0.09072727272727273,0.04810913736171033,14.624344344344344,8.0,1.0
20224,246836,Cash loans,M,Y,Y,0,148500.0,260640.0,28197.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0038179999999999,16533,-946,-213.0,-83,13.0,1,1,0,1,0,0,Drivers,2.0,2,2,TUESDAY,4,0,0,0,0,0,0,Self-employed,,0.5651823597725373,0.4848514754962666,0.0959,0.1655,0.9836,0.7756,0.0134,0.0,0.2069,0.1667,0.2083,0.0,0.0782,0.1056,0.0232,0.0337,0.0977,0.1717,0.9836,0.7844,0.0135,0.0,0.2069,0.1667,0.2083,0.0,0.0854,0.1101,0.0233,0.0357,0.0968,0.1655,0.9836,0.7786,0.0135,0.0,0.2069,0.1667,0.2083,0.0,0.0795,0.1075,0.0233,0.0344,org spec account,block of flats,0.0831,Panel,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.7551515151515151,0.18987878787878787,0.10818370165745857,-0.057218895542248835,5.0,1.0
1757,112405,Cash loans,F,N,Y,0,90000.0,111384.0,8748.0,90000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.008068,21529,365243,-12572.0,-4769,,1,0,0,1,0,0,,2.0,3,3,THURSDAY,7,0,0,0,0,0,0,XNA,,0.0752013481794593,0.5602843280409464,0.0773,0.0848,0.9811,0.7416,0.0107,0.0,0.1724,0.1667,0.2083,0.0672,0.0622,0.0711,0.0039,0.005,0.0788,0.088,0.9811,0.7517,0.0107,0.0,0.1724,0.1667,0.2083,0.0687,0.068,0.0741,0.0039,0.0053,0.0781,0.0848,0.9811,0.7451,0.0107,0.0,0.1724,0.1667,0.2083,0.0683,0.0633,0.0724,0.0039,0.0051,reg oper account,block of flats,0.0628,Panel,No,0.0,0.0,0.0,0.0,-805.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0,1.2376,0.0972,0.07853910795087266,16.965163268149936,9.0,0.6
27510,300717,Cash loans,F,N,N,0,135000.0,679500.0,28786.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.000938,14425,-3635,-4590.0,-5483,,1,1,1,1,1,0,,1.0,3,3,WEDNESDAY,16,0,1,1,0,0,0,Business Entity Type 3,,0.2916013228095609,0.7180328113294772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1400.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,5.033333333333333,0.21323333333333333,0.04236423841059603,-0.2519930675909879,3.0,0.6666666666666666
28587,308547,Cash loans,M,Y,Y,0,225000.0,225000.0,19242.0,225000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,13701,-2701,-7647.0,-4800,8.0,1,1,1,1,0,0,Laborers,2.0,2,2,MONDAY,13,0,1,1,0,1,1,Construction,,0.6360256991010496,0.6658549219640212,0.0701,0.0625,0.9871,0.8232,,0.08,0.069,0.3333,,0.0376,0.0572,0.0453,,0.0247,0.0714,0.0648,0.9871,0.8301,,0.0806,0.069,0.3333,,0.0385,0.0624,0.0472,,0.0261,0.0708,0.0625,0.9871,0.8256,,0.08,0.069,0.3333,,0.0383,0.0581,0.0461,,0.0252,reg oper account,block of flats,0.0655,Panel,No,5.0,0.0,5.0,0.0,-258.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.08552,0.08552,-0.19713889497117,2.0,1.0
28014,304469,Cash loans,M,N,Y,0,157500.0,509400.0,32683.5,450000.0,,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.00702,16473,-165,-7191.0,-13,,1,1,0,1,0,0,Drivers,2.0,2,2,MONDAY,11,0,0,0,1,1,1,Self-employed,0.3034766303560048,0.3932710960425753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-981.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3.2342857142857144,0.2075142857142857,0.064160777385159,-0.010016390457111637,3.0,1.0
14875,207171,Cash loans,M,Y,Y,1,180000.0,509922.0,35617.5,472500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0096569999999999,14920,-6894,-9044.0,-5034,8.0,1,1,0,1,0,0,High skill tech staff,3.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Business Entity Type 2,0.7443091248310699,0.7704432229987742,0.813917469762627,0.0577,0.0485,0.9806,0.7348,0.0077,0.0,0.1379,0.1667,0.2083,0.0788,0.0471,0.0674,0.0,0.0,0.0588,0.0504,0.9806,0.7452,0.0077,0.0,0.1379,0.1667,0.2083,0.0806,0.0514,0.0702,0.0,0.0,0.0583,0.0485,0.9806,0.7383,0.0077,0.0,0.1379,0.1667,0.2083,0.0802,0.0479,0.0686,0.0,0.0,reg oper account,block of flats,0.0688,"Stone, brick",No,0.0,0.0,0.0,0.0,-2313.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,2.8329,0.197875,0.06984891806982245,-0.4620643431635389,6.0,0.75
5534,140402,Cash loans,F,N,Y,0,247500.0,706500.0,22918.5,706500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,21610,365243,-5040.0,-5040,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,0.8429016360817541,0.6471131568167311,0.7194907850918436,0.0825,0.1027,0.9886,,,,0.1379,0.1667,,0.0758,,0.0845,,,0.084,0.1066,0.9886,,,,0.1379,0.1667,,0.0775,,0.088,,,0.0833,0.1027,0.9886,,,,0.1379,0.1667,,0.0771,,0.086,,,,block of flats,0.0664,Panel,No,3.0,0.0,3.0,0.0,-2115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2.8545454545454545,0.0926,0.03243949044585987,16.9015733456733,23.0,0.6
14762,206307,Cash loans,F,N,N,0,67500.0,439740.0,15016.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,12430,-1446,-4598.0,-4964,,1,1,1,1,0,0,,2.0,2,2,MONDAY,17,0,0,0,0,0,0,Other,0.6803447065528205,0.5512591848970323,0.2793353208976285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2493.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.514666666666667,0.22246666666666667,0.03414858780188293,-0.11633145615446501,1.0,1.0
45421,432432,Cash loans,F,N,Y,0,76500.0,252000.0,13806.0,252000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.020246,9158,-108,-1351.0,-614,,1,1,1,1,0,0,Managers,1.0,3,3,WEDNESDAY,12,1,1,0,1,1,0,Insurance,0.1618332514113025,0.1579701721633163,,0.0722,0.0826,0.9826,0.762,0.0659,0.0,0.1379,0.1667,,0.0503,0.0588,0.0454,0.0,0.0,0.0735,0.0858,0.9826,0.7713,0.0665,0.0,0.1379,0.1667,,0.0515,0.0643,0.0473,0.0,0.0,0.0729,0.0826,0.9826,0.7652,0.0664,0.0,0.1379,0.1667,,0.0512,0.0599,0.0462,0.0,0.0,reg oper account,block of flats,0.0534,Panel,No,2.0,0.0,2.0,0.0,-101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3.2941176470588234,0.1804705882352941,0.054785714285714285,-0.011792967896920725,,
15072,208551,Cash loans,F,Y,Y,0,247500.0,552555.0,30105.0,477000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.005313,12149,-3675,-331.0,-787,4.0,1,1,0,1,0,0,High skill tech staff,2.0,2,2,SUNDAY,11,0,0,0,0,1,1,Military,0.5012337189750696,0.6460687875200307,0.6380435278721609,0.0103,0.0387,0.9916,0.8844,0.0025,0.0,0.0345,0.0417,0.0833,0.0179,0.0084,0.0076,0.0,0.0,0.0105,0.0402,0.9916,0.8889,0.0025,0.0,0.0345,0.0417,0.0833,0.0183,0.0092,0.0079,0.0,0.0,0.0104,0.0387,0.9916,0.8859,0.0025,0.0,0.0345,0.0417,0.0833,0.0182,0.0086,0.0077,0.0,0.0,reg oper account,block of flats,0.0124,Others,No,1.0,0.0,1.0,0.0,-92.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.2325454545454546,0.12163636363636364,0.05448326410945517,-0.3024940324306527,3.0,1.0
8280,160674,Cash loans,F,N,N,0,202500.0,585000.0,25897.5,585000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0060079999999999,22094,365243,-1462.0,-4748,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,17,0,0,0,0,0,0,XNA,,0.6369819310598422,0.6528965519806539,0.0165,0.0,0.9796,0.7212,0.0321,0.0,0.069,0.0417,0.0833,0.015,0.0134,0.0144,0.0,0.0033,0.0168,0.0,0.9796,0.7321,0.0324,0.0,0.069,0.0417,0.0833,0.0153,0.0147,0.015,0.0,0.0035,0.0167,0.0,0.9796,0.7249,0.0323,0.0,0.069,0.0417,0.0833,0.0152,0.0137,0.0147,0.0,0.0034,reg oper account,block of flats,0.0121,Panel,No,2.0,1.0,2.0,1.0,-704.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.888888888888889,0.12788888888888889,0.04426923076923077,16.531320720557616,7.0,0.8333333333333334
8326,160983,Cash loans,M,Y,Y,0,202500.0,1019299.5,43317.0,837000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0116569999999999,23173,365243,-9969.0,-4258,17.0,1,0,0,1,0,0,,2.0,1,1,WEDNESDAY,16,0,0,0,0,0,0,XNA,,0.7229893168153478,0.5136937663039473,0.0495,0.0473,0.9737,0.6396,0.0058,0.0,0.1034,0.125,,0.0107,0.0403,0.0407,,0.0,0.0504,0.0491,0.9737,0.6537,0.0059,0.0,0.1034,0.125,,0.0109,0.0441,0.0424,,0.0,0.05,0.0473,0.9737,0.6444,0.0059,0.0,0.1034,0.125,,0.0108,0.041,0.0415,,0.0,reg oper account,block of flats,0.0352,"Stone, brick",No,2.0,0.0,2.0,0.0,-858.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0335777777777775,0.2139111111111111,0.042496832383416255,15.761575972036422,9.0,0.8333333333333334
45495,432807,Cash loans,M,N,Y,0,315000.0,746280.0,59094.0,675000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,8515,-276,-661.0,-1194,,1,1,0,1,0,0,Laborers,1.0,1,1,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.0865377102356289,0.6006575372857061,0.0928,0.6656,0.9866,0.8164,0.109,0.0,0.2069,0.1667,0.0417,0.0473,0.0756,0.0505,0.0,0.0915,0.0945,0.6907,0.9866,0.8236,0.11,0.0,0.2069,0.1667,0.0417,0.0484,0.0826,0.0526,0.0,0.0969,0.0937,0.6656,0.9866,0.8189,0.1097,0.0,0.2069,0.1667,0.0417,0.0482,0.077,0.0514,0.0,0.0935,reg oper spec account,block of flats,0.0676,Panel,No,8.0,1.0,8.0,0.0,-1001.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.369142857142857,0.1876,0.07918475639170285,-0.032413388138578976,2.0,0.5
22911,266499,Cash loans,M,Y,Y,0,202500.0,1024740.0,43546.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,11507,-638,-3847.0,-1516,15.0,1,1,0,1,0,0,Laborers,2.0,2,2,MONDAY,11,0,0,0,0,0,0,Construction,,0.2525080174235149,0.2910973802776635,0.0,,0.9771,,,,0.1724,0.1667,,,,0.0651,,,0.0,,0.9772,,,,0.1724,0.1667,,,,0.0678,,,0.0,,0.9771,,,,0.1724,0.1667,,,,0.0663,,,,block of flats,0.0512,Panel,No,0.0,0.0,0.0,0.0,-1608.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.060444444444444,0.21504444444444445,0.042495169506411384,-0.05544451203615191,4.0,0.75
47869,449821,Cash loans,M,N,Y,0,207000.0,790830.0,45400.5,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0228,22883,-4299,-1859.0,-4981,,1,1,1,1,1,0,Core staff,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,University,0.8375597898979554,0.6473328454774725,0.5744466170995097,0.067,0.1392,0.9965,0.9524,0.0187,0.04,0.0345,0.375,0.4167,0.017,0.053,0.0636,0.0077,0.0633,0.0683,0.1444,0.9965,0.9543,0.0189,0.0403,0.0345,0.375,0.4167,0.0174,0.0579,0.0663,0.0078,0.067,0.0677,0.1392,0.9965,0.953,0.0188,0.04,0.0345,0.375,0.4167,0.0173,0.0539,0.0647,0.0078,0.0646,reg oper account,block of flats,0.074,"Stone, brick",No,8.0,0.0,8.0,0.0,-2448.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.8204347826086957,0.21932608695652173,0.057408671901672925,-0.18786872350653325,8.0,1.0
7894,157979,Cash loans,F,N,Y,0,382500.0,790830.0,45531.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008019,14051,-193,-1433.0,-2969,,1,1,0,1,0,1,Sales staff,2.0,2,2,WEDNESDAY,16,0,0,0,1,1,0,Business Entity Type 3,0.7030111235270109,0.5551399586574945,0.4436153084085652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.067529411764706,0.11903529411764706,0.05757368840332309,-0.013735677176001708,6.0,1.0
7975,158483,Revolving loans,M,N,Y,1,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.006305,12467,-1533,-6539.0,-3026,,1,1,1,1,0,0,Laborers,3.0,3,3,FRIDAY,9,0,0,0,0,0,0,Housing,0.3891255427551987,0.2830092427479903,0.4830501881366946,0.1134,0.1227,0.9841,0.7824,0.1148,0.0,0.2759,0.1667,0.2083,0.0679,0.0916,0.1139,0.0039,0.0299,0.1155,0.1274,0.9841,0.7909,0.1158,0.0,0.2759,0.1667,0.2083,0.0694,0.1001,0.1187,0.0039,0.0316,0.1145,0.1227,0.9841,0.7853,0.1155,0.0,0.2759,0.1667,0.2083,0.069,0.0932,0.116,0.0039,0.0305,reg oper account,block of flats,0.0961,Panel,No,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,0.08,0.05,-0.12296462661426165,1.0,1.0
19497,241813,Cash loans,F,Y,Y,0,270000.0,675000.0,65889.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.008019,19231,-1494,-1189.0,-2700,17.0,1,1,0,1,0,0,,2.0,2,2,MONDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.3434662615805332,0.7530673920730478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-594.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,2.5,0.24403333333333332,0.09761333333333333,-0.07768706775518694,11.0,1.0
41111,402271,Cash loans,F,N,N,0,225000.0,549000.0,30654.0,549000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622,21801,-3133,-4051.0,-2446,,1,1,1,1,0,0,Cooking staff,2.0,1,1,SATURDAY,17,0,1,1,0,1,1,Military,0.7183501207465509,0.5792006661066271,0.7062051096536562,0.3969,,0.994,0.9184,,0.48,0.2069,0.6667,0.7083,,,,,0.0,0.4044,,0.994,0.9216,,0.4834,0.2069,0.6667,0.7083,,,,,0.0,0.4008,,0.994,0.9195,,0.48,0.2069,0.6667,0.7083,,,,,0.0,reg oper account,block of flats,0.4658,Panel,No,1.0,0.0,1.0,0.0,-656.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.13624,0.055836065573770494,-0.14370900417412044,11.0,0.4
20307,247492,Cash loans,M,N,N,0,112500.0,334152.0,17190.0,270000.0,Unaccompanied,Working,Incomplete higher,Married,With parents,0.003813,12149,-1376,-4777.0,-4735,,1,1,0,1,0,1,,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.6113041775973299,0.4532113454289992,0.3296550543128238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,2.97024,0.1528,0.05144365438483085,-0.11326035064614372,6.0,1.0
42922,412967,Cash loans,F,Y,Y,0,126000.0,337500.0,26793.0,337500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,11794,-287,-1261.0,-4452,5.0,1,1,0,1,0,0,,2.0,2,2,FRIDAY,16,0,0,0,1,1,0,Business Entity Type 1,0.6218464616570379,0.4865347094698863,0.434733248750173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-415.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,2.6785714285714284,0.21264285714285713,0.07938666666666666,-0.02433440732575886,12.0,0.875
18513,234470,Cash loans,F,N,N,0,157500.0,190764.0,12321.0,157500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018029,14310,-2676,-8313.0,-4197,,1,1,1,1,1,0,Core staff,2.0,3,3,SATURDAY,18,0,0,0,0,0,0,Self-employed,0.2023303909925992,0.0406576558997391,0.6195277080511546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1413.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2112,0.07822857142857143,0.06458765804868843,-0.1870020964360587,6.0,1.0
